dist_nearest_edge,trench_abs_ortho,conv_ortho,conv_paral
11.81,-0.05,2.32,-5.8
12.02,-0.07,2.34,-5.8
11.81,-0.05,2.32,-5.8
11.05,-0.01,2.28,-5.8
8.09,0.0,3.65,-0.21
8.09,0.0,3.65,-0.21
10.28,0.03,2.24,-5.8
8.29,0.0,3.51,-1.03
11.62,-0.04,2.31,-5.8
8.29,0.0,3.51,-1.03
5.38,-1.87,5.46,-3.46
5.38,-1.87,5.46,-3.46
5.02,-1.89,5.48,-3.46
7.54,-1.52,4.96,-4.02
7.54,-1.52,4.96,-4.02
6.46,-1.58,5.01,-4.02
7.91,-1.03,4.07,-4.9
10.15,-0.48,3.11,-5.48
10.15,-0.48,3.11,-5.48
7.54,-1.52,4.96,-4.02
6.46,-1.58,5.01,-4.02
7.73,-1.03,4.08,-4.9
7.54,-1.52,4.96,-4.02
10.15,-0.48,3.11,-5.48
9.22,-0.96,4.01,-4.9
11.46,-0.42,3.04,-5.48
10.34,-0.47,3.1,-5.48
10.9,-0.45,3.07,-5.48
8.66,-0.99,4.03,-4.9
9.03,-0.97,4.02,-4.9
9.97,-0.93,3.97,-4.9
8.67,0.0,3.3,-1.0
10.35,0.0,3.46,-1.02
11.54,-0.43,3.06,-5.47
8.2,0.0,3.51,-1.02
8.0,-1.03,4.09,-4.88
2.71,-1.88,5.39,-3.74
0.07,-2.04,2.25,-7.54
11.96,0.0,3.39,-1.0
7.51,0.0,3.26,-1.0
11.19,0.0,3.37,-1.0
6.53,0.0,3.2,-1.11
8.79,0.0,3.49,-1.02
11.92,0.0,3.43,-1.02
12.0,-0.07,2.36,-5.78
12.1,-0.4,3.03,-5.47
9.35,0.12,2.09,-5.83
10.85,-0.01,2.3,-5.78
6.55,-1.83,5.43,-3.44
6.55,-1.83,5.43,-3.44
10.05,-0.93,3.99,-4.88
8.0,-1.03,4.09,-4.88
10.24,-0.93,3.98,-4.88
2.71,-1.88,5.39,-3.74
0.95,-2.0,5.52,-3.65
0.95,-2.0,5.52,-3.65
2.71,-1.88,5.39,-3.74
0.95,-2.0,5.52,-3.65
0.06,-3.36,0.48,-0.58
0.07,-2.04,2.25,-7.54
0.07,-2.04,2.25,-7.54
0.06,-3.36,0.48,-0.58
12.0,-0.07,2.36,-5.78
11.92,0.0,3.43,-1.02
11.19,0.0,3.37,-1.0
12.51,0.0,3.41,-1.02
10.22,0.0,3.34,-1.0
8.47,0.0,3.29,-1.0
10.22,0.0,3.34,-1.0
7.51,0.0,3.26,-1.0
9.44,0.0,3.32,-1.0
7.7,0.0,3.27,-1.0
5.75,0.0,3.17,-1.11
5.75,0.0,3.17,-1.11
6.73,0.0,3.24,-1.0
4.56,0.0,3.13,-1.11
12.55,0.0,3.4,-1.02
11.19,0.0,3.37,-1.0
9.96,0.0,3.47,-1.02
11.53,0.0,3.43,-1.02
8.39,0.0,3.5,-1.02
9.96,0.0,3.47,-1.02
10.35,0.0,3.46,-1.02
12.0,-0.07,2.36,-5.78
11.23,-0.03,2.32,-5.78
10.8,-0.46,3.1,-5.47
12.1,-0.4,3.03,-5.47
12.1,-0.4,3.03,-5.47
12.1,-0.4,3.03,-5.47
12.0,-0.07,2.36,-5.78
12.0,-0.07,2.36,-5.78
12.0,-0.07,2.36,-5.78
11.23,-0.03,2.32,-5.78
8.0,0.0,3.65,-0.21
8.0,0.0,3.65,-0.21
10.27,0.02,2.27,-5.78
10.27,0.02,2.27,-5.78
11.62,-0.05,2.34,-5.78
8.2,0.0,3.51,-1.02
5.47,-1.88,5.48,-3.44
5.47,-1.88,5.48,-3.44
4.93,-1.87,5.45,-3.51
7.82,-1.52,4.97,-4.0
7.82,-1.52,4.97,-4.0
6.55,-1.83,5.43,-3.44
8.0,-1.03,4.09,-4.88
10.42,-0.48,3.12,-5.47
10.42,-0.48,3.12,-5.47
7.82,-1.52,4.97,-4.0
6.55,-1.83,5.43,-3.44
8.0,-1.03,4.09,-4.88
7.82,-1.52,4.97,-4.0
10.42,-0.48,3.12,-5.47
9.31,-0.97,4.03,-4.88
11.54,-0.43,3.06,-5.47
10.42,-0.48,3.12,-5.47
10.8,-0.46,3.1,-5.47
8.56,-1.01,4.07,-4.88
8.93,-0.99,4.05,-4.88
10.24,-0.93,3.98,-4.88
8.54,0.0,2.66,0.45
10.26,0.0,2.64,0.43
11.44,0.14,2.04,-0.09
8.11,0.0,2.62,0.43
8.28,0.28,1.95,0.24
2.79,0.48,1.69,0.71
0.07,0.49,0.0,0.0
11.83,0.0,2.65,0.45
7.37,0.0,2.66,0.45
11.05,0.0,2.65,0.45
6.4,0.0,2.67,0.36
8.69,0.0,2.63,0.43
11.83,0.0,2.65,0.43
11.8,0.03,2.04,-0.33
11.99,0.13,2.06,-0.09
9.51,0.01,2.08,-0.38
10.84,0.03,2.06,-0.33
6.64,0.52,1.75,0.81
7.0,0.44,1.84,0.61
10.14,0.28,2.0,0.24
8.28,0.28,1.95,0.24
10.51,0.28,2.01,0.24
2.59,0.48,1.68,0.71
0.88,0.49,1.62,0.74
0.71,0.49,1.62,0.74
2.79,0.48,1.69,0.71
1.05,0.49,1.63,0.74
0.09,-0.83,0.0,0.0
0.07,0.49,0.0,0.0
0.07,0.49,0.0,0.0
0.09,-0.83,0.0,0.0
11.8,0.03,2.04,-0.33
11.83,0.0,2.65,0.43
11.05,0.0,2.65,0.45
12.42,0.0,2.65,0.43
10.08,0.0,2.65,0.45
8.34,0.0,2.66,0.45
10.08,0.0,2.65,0.45
7.37,0.0,2.66,0.45
9.31,0.0,2.66,0.45
8.34,0.0,2.66,0.45
5.61,0.0,2.67,0.36
5.61,0.0,2.67,0.36
6.6,0.0,2.66,0.45
4.43,0.0,2.67,0.36
12.41,0.0,2.65,0.43
11.05,0.0,2.65,0.45
9.87,0.0,2.63,0.43
11.44,0.0,2.64,0.43
8.3,0.0,2.62,0.43
9.87,0.0,2.63,0.43
10.26,0.0,2.64,0.43
11.99,0.13,2.06,-0.09
11.23,0.03,2.06,-0.33
11.07,0.14,2.03,-0.09
11.99,0.13,2.06,-0.09
12.18,0.13,2.06,-0.09
12.18,0.13,2.06,-0.09
11.8,0.03,2.04,-0.33
11.99,0.13,2.06,-0.09
11.8,0.03,2.04,-0.33
11.23,0.03,2.06,-0.33
8.42,0.01,2.11,-0.38
9.51,0.01,2.08,-0.38
10.08,0.03,2.08,-0.33
10.65,0.03,2.07,-0.33
11.61,0.03,2.05,-0.33
9.7,0.01,2.08,-0.38
5.21,0.51,1.73,0.78
5.57,0.52,1.72,0.81
5.03,0.51,1.72,0.78
7.91,0.44,1.86,0.61
7.91,0.44,1.86,0.61
7.0,0.44,1.84,0.61
8.28,0.28,1.95,0.24
10.7,0.14,2.02,-0.09
10.7,0.14,2.02,-0.09
7.91,0.44,1.86,0.61
7.0,0.44,1.84,0.61
8.28,0.28,1.95,0.24
7.91,0.44,1.86,0.61
10.51,0.28,2.01,0.24
9.02,0.28,1.97,0.24
11.07,0.14,2.03,-0.09
10.7,0.14,2.02,-0.09
10.7,0.14,2.02,-0.09
9.02,0.28,1.97,0.24
9.02,0.28,1.97,0.24
10.51,0.28,2.01,0.24
0.1,-1.45,9.7,-0.67
4.49,-1.44,9.53,-0.67
3.64,-1.82,5.63,-6.52
8.83,-1.38,9.33,-0.37
0.27,-1.02,8.36,0.64
11.33,-1.56,5.73,-4.55
12.88,-1.47,5.64,-4.16
2.1,-1.44,9.63,-0.67
0.1,-1.45,9.7,-0.67
0.3,-1.45,9.7,-0.67
0.09,-1.23,5.39,-7.62
6.46,-1.39,9.46,-0.37
4.49,-1.44,9.53,-0.67
8.63,-1.38,9.34,-0.37
4.23,-1.82,5.68,-6.52
8.93,-1.83,7.28,-5.18
11.58,-1.46,9.1,-1.08
6.43,-1.48,7.19,-3.0
2.85,-1.13,8.14,-0.21
0.1,-1.77,5.21,-6.61
0.09,-1.02,8.38,0.64
0.1,-1.77,5.21,-6.61
11.33,-1.56,5.73,-4.55
12.85,-1.5,5.84,-4.16
13.03,-1.5,5.82,-4.16
11.14,-1.57,5.75,-4.55
12.48,-1.51,5.88,-4.16
12.7,-1.17,6.71,-1.97
12.88,-1.47,5.64,-4.16
12.7,-1.17,6.71,-1.97
12.14,-1.16,6.64,-1.97
5.09,-1.4,9.52,-0.37
3.3,-1.44,9.59,-0.67
1.3,-1.45,9.66,-0.67
2.3,-1.44,9.63,-0.67
1.3,-1.45,9.66,-0.67
0.1,-1.45,9.7,-0.67
0.1,-1.45,9.7,-0.67
0.1,-1.45,9.7,-0.67
0.1,-1.45,9.7,-0.67
0.1,-1.45,9.7,-0.67
0.09,-1.23,5.39,-7.62
0.09,-1.23,5.39,-7.62
0.09,-1.23,5.39,-7.62
0.09,-1.23,5.39,-7.62
3.3,-1.44,9.59,-0.67
2.3,-1.44,9.63,-0.67
5.48,-1.39,9.51,-0.37
4.49,-1.44,9.53,-0.67
7.64,-1.38,9.4,-0.37
6.86,-1.39,9.44,-0.37
5.48,-1.39,9.51,-0.37
7.45,-1.39,9.41,-0.37
6.46,-1.39,9.46,-0.37
3.25,-1.81,5.6,-6.52
11.58,-1.46,9.1,-1.08
10.01,-1.37,9.26,-0.37
3.84,-1.82,5.65,-6.52
6.98,-1.81,7.13,-5.18
6.98,-1.81,7.13,-5.18
4.62,-1.83,5.71,-6.52
6.98,-1.81,7.13,-5.18
11.38,-1.46,9.12,-1.08
10.01,-1.37,9.26,-0.37
11.26,-1.45,9.03,-1.08
7.45,-1.39,9.41,-0.37
10.01,-1.37,9.26,-0.37
8.83,-1.38,9.33,-0.37
7.99,-1.51,6.79,-3.5
7.59,-1.52,6.83,-3.5
8.58,-1.5,6.72,-3.5
2.85,-1.13,8.14,-0.21
1.18,-1.01,8.28,0.64
6.05,-1.48,7.23,-3.0
2.1,-1.14,8.21,-0.21
1.47,-1.79,5.34,-6.61
0.69,-1.78,5.27,-6.61
0.09,-1.02,8.38,0.64
0.46,-1.02,8.35,0.64
0.09,-1.02,8.38,0.64
0.09,-1.02,8.38,0.64
0.69,-1.78,5.27,-6.61
0.1,-1.77,5.21,-6.61
2.66,-1.81,5.55,-6.52
1.87,-1.8,5.48,-6.52
2.26,-1.8,5.51,-6.52
0.1,-1.77,5.21,-6.61
0.1,-1.77,5.21,-6.61
0.1,-1.77,5.21,-6.61
0.1,-1.45,9.71,-0.6
4.22,-1.44,9.55,-0.6
3.64,-1.82,5.68,-6.47
8.74,-1.38,9.34,-0.3
0.46,-1.02,8.34,0.71
11.33,-1.56,5.76,-4.49
12.9,-1.47,5.67,-4.1
2.26,-1.44,9.64,-0.6
0.1,-1.45,9.71,-0.6
0.29,-1.45,9.71,-0.6
0.1,-1.23,5.44,-7.59
6.38,-1.39,9.47,-0.3
4.41,-1.44,9.55,-0.6
8.35,-1.38,9.36,-0.3
4.23,-1.82,5.73,-6.47
8.93,-1.83,7.32,-5.13
11.49,-1.46,9.12,-1.01
6.62,-1.48,7.19,-2.93
2.85,-1.13,8.14,-0.15
0.1,-1.78,5.27,-6.56
0.09,-1.02,8.37,0.71
0.29,-1.78,5.28,-6.56
11.33,-1.56,5.76,-4.49
12.85,-1.5,5.87,-4.1
13.03,-1.5,5.85,-4.1
11.33,-1.56,5.76,-4.49
12.48,-1.51,5.91,-4.1
12.71,-1.17,6.71,-1.91
12.9,-1.47,5.67,-4.1
12.71,-1.17,6.71,-1.91
12.15,-1.16,6.64,-1.91
5.0,-1.39,9.53,-0.3
3.24,-1.44,9.6,-0.6
1.28,-1.45,9.67,-0.6
2.26,-1.44,9.64,-0.6
1.28,-1.45,9.67,-0.6
0.1,-1.45,9.71,-0.6
0.29,-1.45,9.71,-0.6
0.1,-1.45,9.71,-0.6
0.1,-1.45,9.71,-0.6
0.1,-1.45,9.71,-0.6
0.1,-1.23,5.44,-7.59
0.1,-1.23,5.44,-7.59
0.1,-1.23,5.44,-7.59
0.1,-1.23,5.44,-7.59
3.24,-1.44,9.6,-0.6
2.26,-1.44,9.64,-0.6
5.4,-1.39,9.51,-0.3
4.41,-1.44,9.55,-0.6
7.76,-1.38,9.39,-0.3
6.78,-1.39,9.45,-0.3
5.4,-1.39,9.51,-0.3
7.37,-1.39,9.41,-0.3
6.38,-1.39,9.47,-0.3
3.05,-1.81,5.63,-6.47
11.88,-1.46,9.09,-1.01
9.73,-1.37,9.28,-0.3
3.64,-1.82,5.68,-6.47
7.17,-1.82,7.19,-5.13
7.17,-1.82,7.19,-5.13
4.62,-1.83,5.77,-6.47
7.17,-1.82,7.19,-5.13
11.3,-1.46,9.13,-1.01
9.92,-1.37,9.27,-0.3
11.26,-1.45,9.04,-1.01
7.76,-1.38,9.39,-0.3
9.73,-1.37,9.28,-0.3
8.55,-1.38,9.35,-0.3
7.99,-1.51,6.81,-3.44
7.59,-1.52,6.86,-3.44
8.39,-1.51,6.77,-3.44
3.04,-1.13,8.12,-0.15
1.18,-1.01,8.27,0.71
5.87,-1.49,7.27,-2.93
2.1,-1.14,8.21,-0.15
1.28,-1.79,5.37,-6.56
0.88,-1.79,5.34,-6.56
0.09,-1.02,8.37,0.71
0.46,-1.02,8.34,0.71
0.09,-1.02,8.37,0.71
0.09,-1.02,8.37,0.71
0.49,-1.78,5.3,-6.56
0.1,-1.78,5.27,-6.56
2.66,-1.81,5.6,-6.47
1.87,-1.8,5.53,-6.47
2.26,-1.8,5.56,-6.47
0.1,-1.78,5.27,-6.56
0.1,-1.78,5.27,-6.56
0.1,-1.78,5.27,-6.56
0.1,-1.45,9.72,-0.53
4.14,-1.44,9.56,-0.53
3.64,-1.82,5.73,-6.43
8.86,-1.38,9.33,-0.23
0.27,-1.02,8.34,0.77
11.14,-1.57,5.82,-4.43
12.91,-1.47,5.69,-4.04
2.21,-1.44,9.64,-0.53
0.1,-1.45,9.72,-0.53
0.1,-1.45,9.72,-0.53
0.09,-1.23,5.49,-7.55
6.3,-1.39,9.47,-0.23
4.33,-1.44,9.56,-0.53
8.46,-1.38,9.36,-0.23
4.23,-1.82,5.79,-6.43
8.93,-1.83,7.37,-5.07
11.41,-1.46,9.13,-0.94
6.43,-1.48,7.23,-2.86
2.85,-1.13,8.13,-0.08
0.1,-1.78,5.32,-6.52
0.09,-1.02,8.36,0.77
0.1,-1.78,5.32,-6.52
11.33,-1.56,5.79,-4.43
12.85,-1.5,5.9,-4.04
13.03,-1.5,5.87,-4.04
11.14,-1.57,5.82,-4.43
12.66,-1.5,5.92,-4.04
12.72,-1.17,6.71,-1.84
12.91,-1.47,5.69,-4.04
12.91,-1.47,5.69,-4.04
12.16,-1.16,6.64,-1.84
4.92,-1.39,9.54,-0.23
2.99,-1.44,9.61,-0.53
1.06,-1.45,9.69,-0.53
2.21,-1.44,9.64,-0.53
0.87,-1.45,9.69,-0.53
0.1,-1.45,9.72,-0.53
0.1,-1.45,9.72,-0.53
0.1,-1.45,9.72,-0.53
0.1,-1.45,9.72,-0.53
0.1,-1.45,9.72,-0.53
0.09,-1.23,5.49,-7.55
0.09,-1.23,5.49,-7.55
0.09,-1.23,5.49,-7.55
0.09,-1.23,5.49,-7.55
3.18,-1.44,9.61,-0.53
2.21,-1.44,9.64,-0.53
5.32,-1.39,9.52,-0.23
4.33,-1.44,9.56,-0.53
7.68,-1.38,9.4,-0.23
6.69,-1.39,9.45,-0.23
5.32,-1.39,9.52,-0.23
7.28,-1.38,9.42,-0.23
6.3,-1.39,9.47,-0.23
3.25,-1.81,5.7,-6.43
11.6,-1.46,9.12,-0.94
9.65,-1.37,9.29,-0.23
3.84,-1.82,5.75,-6.43
6.98,-1.81,7.22,-5.07
6.98,-1.81,7.22,-5.07
4.62,-1.83,5.82,-6.43
6.98,-1.81,7.22,-5.07
11.22,-1.46,9.14,-0.94
9.84,-1.37,9.27,-0.23
11.46,-1.45,9.06,-0.94
7.68,-1.38,9.4,-0.23
9.65,-1.37,9.29,-0.23
8.86,-1.38,9.33,-0.23
8.19,-1.51,6.81,-3.37
7.59,-1.52,6.88,-3.37
8.58,-1.5,6.77,-3.37
3.04,-1.13,8.11,-0.08
1.18,-1.01,8.26,0.77
5.87,-1.49,7.29,-2.86
2.1,-1.14,8.21,-0.08
1.47,-1.79,5.44,-6.52
0.69,-1.78,5.37,-6.52
0.09,-1.02,8.36,0.77
0.46,-1.02,8.33,0.77
0.09,-1.02,8.36,0.77
0.09,-1.02,8.36,0.77
0.69,-1.78,5.37,-6.52
0.1,-1.78,5.32,-6.52
2.66,-1.81,5.65,-6.43
1.67,-1.8,5.56,-6.43
2.26,-1.8,5.62,-6.43
0.1,-1.78,5.32,-6.52
0.1,-1.78,5.32,-6.52
0.1,-1.78,5.32,-6.52
0.0,-1.25,7.23,-5.91
4.05,-1.44,9.57,-0.46
3.44,-1.82,5.77,-6.38
8.78,-1.38,9.34,-0.16
0.27,-1.02,8.33,0.84
11.14,-1.57,5.85,-4.37
12.92,-1.47,5.72,-3.98
1.88,-1.44,9.66,-0.46
0.0,-1.25,7.23,-5.91
0.3,-1.45,9.72,-0.46
0.0,-1.25,7.23,-5.91
6.22,-1.39,9.48,-0.16
4.25,-1.44,9.56,-0.46
8.18,-1.38,9.37,-0.16
4.23,-1.83,5.84,-6.38
8.93,-1.83,7.41,-5.01
11.33,-1.46,9.14,-0.87
6.62,-1.48,7.23,-2.8
2.85,-1.13,8.13,-0.01
0.1,-1.78,5.37,-6.47
0.09,-1.02,8.35,0.84
0.29,-1.78,5.39,-6.47
11.33,-1.57,5.83,-4.37
12.66,-1.51,5.95,-3.98
13.03,-1.5,5.9,-3.98
11.14,-1.57,5.85,-4.37
12.66,-1.51,5.95,-3.98
12.74,-1.17,6.72,-1.77
12.92,-1.47,5.72,-3.98
12.74,-1.17,6.72,-1.77
12.18,-1.16,6.65,-1.77
4.84,-1.39,9.55,-0.16
3.06,-1.44,9.62,-0.46
1.28,-1.44,9.69,-0.46
2.27,-1.44,9.65,-0.46
0.89,-1.44,9.7,-0.46
0.0,-1.25,7.23,-5.91
0.0,-1.25,7.23,-5.91
0.0,-1.25,7.23,-5.91
0.0,-1.25,7.23,-5.91
0.0,-1.25,7.23,-5.91
0.0,-1.25,7.23,-5.91
0.0,-1.25,7.23,-5.91
0.0,-1.25,7.23,-5.91
0.0,-1.25,7.23,-5.91
3.06,-1.44,9.62,-0.46
2.07,-1.44,9.66,-0.46
5.23,-1.39,9.53,-0.16
4.25,-1.44,9.56,-0.46
7.59,-1.38,9.41,-0.16
6.61,-1.39,9.46,-0.16
5.23,-1.39,9.53,-0.16
7.0,-1.39,9.44,-0.16
6.22,-1.39,9.48,-0.16
3.25,-1.82,5.75,-6.38
11.33,-1.46,9.14,-0.87
9.37,-1.37,9.3,-0.16
3.84,-1.82,5.8,-6.38
7.17,-1.82,7.27,-5.01
7.17,-1.82,7.27,-5.01
4.62,-1.83,5.87,-6.38
7.17,-1.82,7.27,-5.01
11.14,-1.46,9.15,-0.87
9.76,-1.37,9.28,-0.16
11.26,-1.45,9.06,-0.87
7.59,-1.38,9.41,-0.16
9.56,-1.37,9.29,-0.16
8.78,-1.38,9.34,-0.16
8.19,-1.51,6.84,-3.31
7.79,-1.52,6.88,-3.31
8.58,-1.51,6.79,-3.31
3.04,-1.13,8.11,-0.01
1.18,-1.01,8.25,0.84
5.87,-1.49,7.31,-2.8
2.1,-1.14,8.2,-0.01
1.08,-1.79,5.46,-6.47
0.88,-1.79,5.44,-6.47
0.09,-1.02,8.35,0.84
0.82,-1.01,8.28,0.84
0.09,-1.02,8.35,0.84
0.09,-1.02,8.35,0.84
0.69,-1.79,5.42,-6.47
0.1,-1.78,5.37,-6.47
2.46,-1.81,5.68,-6.38
1.87,-1.8,5.63,-6.38
2.26,-1.8,5.67,-6.38
0.1,-1.78,5.37,-6.47
0.1,-1.78,5.37,-6.47
0.1,-1.78,5.37,-6.47
0.1,-1.69,9.98,-0.23
3.95,-1.68,9.82,-0.23
3.64,-2.08,6.1,-6.37
8.47,-1.61,9.58,0.08
0.46,-1.19,8.47,1.1
11.14,-1.79,6.1,-4.26
12.94,-1.68,5.95,-3.86
1.83,-1.68,9.91,-0.23
0.04,-2.19,8.21,-5.68
0.1,-1.69,9.98,-0.23
0.17,-2.19,6.56,-7.53
6.11,-1.62,9.72,0.08
4.14,-1.68,9.81,-0.23
8.47,-1.61,9.58,0.08
4.23,-2.09,6.15,-6.37
8.74,-2.1,7.71,-4.93
11.22,-1.7,9.39,-0.65
6.43,-1.7,7.48,-2.64
2.85,-1.31,8.3,0.23
0.1,-2.03,5.67,-6.46
0.09,-1.19,8.51,1.1
0.1,-2.03,5.67,-6.46
11.33,-1.78,6.07,-4.26
12.85,-1.71,6.16,-3.86
13.03,-1.71,6.14,-3.86
11.14,-1.79,6.1,-4.26
12.48,-1.72,6.2,-3.86
12.75,-1.34,6.89,-1.58
12.94,-1.68,5.95,-3.86
12.94,-1.68,5.95,-3.86
12.19,-1.33,6.82,-1.58
4.73,-1.63,9.79,0.08
2.99,-1.68,9.87,-0.23
0.87,-1.69,9.95,-0.23
2.22,-1.68,9.9,-0.23
0.67,-1.69,9.96,-0.23
0.04,-2.19,8.21,-5.68
0.1,-1.69,9.98,-0.23
0.04,-2.19,8.21,-5.68
0.1,-1.69,9.98,-0.23
0.04,-2.19,8.21,-5.68
0.04,-2.19,8.21,-5.68
0.04,-2.19,8.21,-5.68
0.04,-2.19,8.21,-5.68
0.17,-2.19,6.56,-7.53
2.99,-1.68,9.87,-0.23
1.83,-1.68,9.91,-0.23
5.13,-1.63,9.77,0.08
4.14,-1.68,9.81,-0.23
7.49,-1.61,9.64,0.08
6.5,-1.62,9.7,0.08
5.13,-1.63,9.77,0.08
6.9,-1.62,9.67,0.08
6.11,-1.62,9.72,0.08
3.25,-2.07,6.06,-6.37
11.61,-1.69,9.36,-0.65
9.26,-1.6,9.54,0.08
3.84,-2.08,6.11,-6.37
6.98,-2.08,7.57,-4.93
6.98,-2.08,7.57,-4.93
4.62,-2.09,6.18,-6.37
6.98,-2.08,7.57,-4.93
11.03,-1.7,9.4,-0.65
9.85,-1.6,9.5,0.08
11.26,-1.69,9.31,-0.65
7.09,-1.61,9.66,0.08
9.85,-1.6,9.5,0.08
8.47,-1.61,9.58,0.08
7.99,-1.73,7.1,-3.16
7.59,-1.74,7.14,-3.16
8.58,-1.72,7.03,-3.16
3.04,-1.31,8.28,0.23
1.18,-1.18,8.4,1.1
6.05,-1.7,7.53,-2.64
2.1,-1.32,8.38,0.23
1.47,-2.05,5.8,-6.46
1.08,-2.04,5.76,-6.46
0.09,-1.19,8.51,1.1
0.46,-1.19,8.47,1.1
0.09,-1.19,8.51,1.1
0.09,-1.19,8.51,1.1
0.49,-2.03,5.7,-6.46
0.1,-2.03,5.67,-6.46
2.66,-2.07,6.01,-6.37
1.67,-2.05,5.92,-6.37
2.26,-2.06,5.97,-6.37
0.1,-2.03,5.67,-6.46
0.1,-2.03,5.67,-6.46
0.1,-2.03,5.67,-6.46
0.1,-1.69,9.99,-0.16
3.95,-1.68,9.83,-0.16
3.64,-2.08,6.15,-6.32
8.47,-1.61,9.59,0.15
0.27,-1.19,8.48,1.16
11.14,-1.79,6.13,-4.2
12.95,-1.68,5.98,-3.8
2.02,-1.68,9.92,-0.16
0.04,-2.19,8.26,-5.63
0.1,-1.69,9.99,-0.16
0.17,-2.19,6.62,-7.49
6.31,-1.62,9.71,0.15
4.14,-1.68,9.82,-0.16
8.28,-1.61,9.6,0.15
4.23,-2.09,6.2,-6.32
8.74,-2.1,7.75,-4.88
11.22,-1.7,9.4,-0.58
6.43,-1.7,7.5,-2.57
2.85,-1.31,8.3,0.3
0.1,-2.03,5.72,-6.41
0.09,-1.19,8.5,1.16
0.1,-2.03,5.72,-6.41
11.33,-1.79,6.11,-4.2
12.85,-1.71,6.19,-3.8
13.03,-1.71,6.16,-3.8
11.14,-1.79,6.13,-4.2
12.66,-1.72,6.21,-3.8
12.77,-1.34,6.89,-1.51
12.95,-1.68,5.98,-3.8
12.95,-1.68,5.98,-3.8
12.21,-1.33,6.82,-1.51
4.93,-1.63,9.78,0.15
2.8,-1.68,9.88,-0.16
0.87,-1.69,9.96,-0.16
2.02,-1.68,9.92,-0.16
0.67,-1.69,9.97,-0.16
0.04,-2.19,8.26,-5.63
0.1,-1.69,9.99,-0.16
0.04,-2.19,8.26,-5.63
0.1,-1.69,9.99,-0.16
0.04,-2.19,8.26,-5.63
0.04,-2.19,8.26,-5.63
0.04,-2.19,8.26,-5.63
0.04,-2.19,8.26,-5.63
0.17,-2.19,6.62,-7.49
2.99,-1.68,9.88,-0.16
2.02,-1.68,9.92,-0.16
4.93,-1.63,9.78,0.15
4.14,-1.68,9.82,-0.16
7.29,-1.61,9.66,0.15
6.31,-1.62,9.71,0.15
4.93,-1.63,9.78,0.15
7.29,-1.61,9.66,0.15
5.91,-1.62,9.73,0.15
3.05,-2.07,6.09,-6.32
11.22,-1.7,9.4,-0.58
9.46,-1.6,9.53,0.15
3.64,-2.08,6.15,-6.32
6.98,-2.08,7.61,-4.88
6.98,-2.08,7.61,-4.88
4.62,-2.09,6.23,-6.32
6.98,-2.08,7.61,-4.88
11.03,-1.7,9.41,-0.58
9.65,-1.6,9.52,0.15
11.26,-1.69,9.32,-0.58
7.29,-1.61,9.66,0.15
9.46,-1.6,9.53,0.15
8.47,-1.61,9.59,0.15
8.19,-1.73,7.1,-3.1
7.79,-1.74,7.14,-3.1
8.58,-1.72,7.05,-3.1
3.04,-1.31,8.28,0.3
1.18,-1.18,8.39,1.16
6.05,-1.71,7.54,-2.57
2.1,-1.33,8.38,0.3
1.28,-2.05,5.83,-6.41
0.88,-2.04,5.79,-6.41
0.09,-1.19,8.5,1.16
0.82,-1.18,8.43,1.16
0.09,-1.19,8.5,1.16
0.09,-1.19,8.5,1.16
0.49,-2.04,5.76,-6.41
0.1,-2.03,5.72,-6.41
2.66,-2.07,6.06,-6.32
1.87,-2.06,5.99,-6.32
2.26,-2.06,6.02,-6.32
0.1,-2.03,5.72,-6.41
0.1,-2.03,5.72,-6.41
0.1,-2.03,5.72,-6.41
0.1,-1.69,10.0,-0.09
3.95,-1.68,9.84,-0.09
3.44,-2.08,6.18,-6.27
8.47,-1.61,9.59,0.22
0.27,-1.19,8.47,1.23
11.14,-1.79,6.16,-4.14
12.97,-1.68,6.0,-3.73
2.02,-1.68,9.92,-0.09
0.04,-2.19,8.31,-5.57
0.1,-1.69,10.0,-0.09
0.17,-2.19,6.68,-7.45
6.11,-1.62,9.73,0.22
4.14,-1.68,9.83,-0.09
8.47,-1.61,9.59,0.22
4.23,-2.09,6.25,-6.27
8.93,-2.11,7.81,-4.82
11.22,-1.7,9.41,-0.51
6.43,-1.7,7.52,-2.5
2.85,-1.31,8.29,0.37
0.1,-2.03,5.77,-6.37
0.09,-1.19,8.49,1.23
0.1,-2.03,5.77,-6.37
11.33,-1.79,6.14,-4.14
12.85,-1.72,6.21,-3.73
12.85,-1.72,6.21,-3.73
11.14,-1.79,6.16,-4.14
12.85,-1.72,6.21,-3.73
12.78,-1.35,6.9,-1.45
12.97,-1.68,6.0,-3.73
12.78,-1.35,6.9,-1.45
12.22,-1.33,6.82,-1.45
4.93,-1.63,9.79,0.22
2.8,-1.68,9.89,-0.09
0.87,-1.69,9.97,-0.09
2.02,-1.68,9.92,-0.09
0.67,-1.69,9.98,-0.09
0.04,-2.19,8.31,-5.57
0.1,-1.69,10.0,-0.09
0.04,-2.19,8.31,-5.57
0.1,-1.69,10.0,-0.09
0.04,-2.19,8.31,-5.57
0.04,-2.19,8.31,-5.57
0.04,-2.19,8.31,-5.57
0.04,-2.19,8.31,-5.57
0.17,-2.19,6.68,-7.45
2.99,-1.68,9.88,-0.09
2.02,-1.68,9.92,-0.09
4.93,-1.63,9.79,0.22
